E_type,Voltage (V),Specific surface area (m2/g),IDIG_ratio,N-doped (at%),O-doped (at%),Current density (A/g),Capacitance (F/g)
2,3.5,2710,1.07,0.98,7.81,25,40
2,3.5,2807,1.15,0.87,5.99,25,132
2,3.5,3168,1.06,0.93,8.46,25,40
2,3.5,1526,1.05,0.87,6.4,30,91
2,3.5,2705,1.09,0.62,8.75,30,14
2,3.5,2710,1.07,0.98,7.81,30,34
2,3.5,2807,1.15,0.87,5.99,30,127
2,3.5,3168,1.06,0.93,8.46,30,30
2,3.5,1526,1.05,0.87,6.4,50,73
2,3.5,2807,1.15,0.87,5.99,50,113
2,3.5,1976,0.92,1,13.9,1,63
2,3.5,2791,1.01,2.1,13.1,1,160
3,1,3142,1.03,5,12.8,0.05,420
3,1,3142,1.03,5,12.8,0.25,353
3,1,3142,1.03,5,12.8,0.5,328.5
3,1,3142,1.03,5,12.8,1,320
3,1,3142,1.03,5,12.8,2,305
3,1,3142,1.03,5,12.8,4,283
3,1,3142,1.03,5,12.8,10,254
3,1,3142,1.03,5,12.8,20,241
2,3.5,3142,1.03,5,12.8,0.05,210
2,3.5,3142,1.03,5,12.8,0.1,183
2,3.5,3142,1.03,5,12.8,0.5,173
2,3.5,3142,1.03,5,12.8,1,171
2,3.5,3142,1.03,5,12.8,2,167
2,3.5,3142,1.03,5,12.8,4,166
2,3.5,3142,1.03,5,12.8,8,156
2,3.5,3142,1.03,5,12.8,10,153
2,3.5,3142,1.03,5,12.8,20,148
2,3.5,1958,1.05,6.1,12.5,1,117
3,1,1456,1.02,0,0,0.7,245
3,1,1456,1.02,0,0,1.5,221
3,1,1456,1.02,0,0,3,198
3,1,1456,1.02,0,0,5,188
3,1,1456,1.02,0,0,7,179
3,1,1456,1.02,0,0,10,173
3,1,1489,2.37,0,0,1,191
3,1,1684,1.46,0,0,1,140
2,1,1180,0.9,0,0,0.1,241
2,1,1180,0.9,0,0,0.5,220
2,1,1180,0.9,0,0,1,210
2,1,1180,0.9,0,0,3,195
2,1,1180,0.9,0,0,5,189
2,1,1180,0.9,0,0,10,180
3,1,446.3,1.04,8,6.4,0.2,385
3,1,392.9,1.1,16.8,2.3,0.2,476
3,1,358.6,1.1,15.9,1.6,0.2,449
3,1,446.3,1.04,8,6.4,0.5,365
3,1,358.6,1.1,15.9,1.6,0.5,422.4
3,1,446.3,1.04,8,6.4,1,315
3,1,392.9,1.1,16.8,2.3,1,444.3
3,1,358.6,1.1,15.9,1.6,1,403.8
3,1,446.3,1.04,8,6.4,3,282.6
3,1,392.9,1.1,16.8,2.3,3,418.5
3,1,358.6,1.1,15.9,1.6,3,380.5
3,1,446.3,1.04,8,6.4,5,273.9
3,1,392.9,1.1,16.8,2.3,5,404.1
3,1,358.6,1.1,15.9,1.6,5,366.1
3,1,446.3,1.04,8,6.4,10,254
3,1,392.9,1.1,16.8,2.3,10,376
3,1,358.6,1.1,15.9,1.6,10,332
2,3.5,20,1.02,0,0,0.001,35
2,3.5,247,0.83,0,0,0.001,40
2,0.9,1128.7,0.85,0.89,9.25,0.1,198.2
2,0.9,1358.2,0.87,0.08,8.11,0.1,217.2
2,0.9,1829.7,0.84,0.37,6.34,0.1,238.2
2,0.9,1128.7,0.85,0.89,9.25,1,169
2,0.9,1358.2,0.87,0.08,8.11,1,192.6
2,0.9,1829.7,0.84,0.37,6.34,1,203.4
2,0.9,1128.7,0.85,0.89,9.25,2,162.5
2,0.9,1358.2,0.87,0.08,8.11,2,186.1
2,0.9,1829.7,0.84,0.37,6.34,2,193.7
2,0.9,1128.7,0.85,0.89,9.25,5,150.8
2,0.9,1358.2,0.87,0.08,8.11,5,172.5
2,0.9,1829.7,0.84,0.37,6.34,5,178.1
2,0.9,1128.7,0.85,0.89,9.25,10,139.6
2,0.9,1358.2,0.87,0.08,8.11,10,154.5
2,0.9,1829.7,0.84,0.37,6.34,10,160.7
2,0.9,1128.7,0.85,0.89,9.25,15,124.4
2,0.9,1358.2,0.87,0.08,8.11,15,138.5
2,0.9,1829.7,0.84,0.37,6.34,15,144.7
2,0.9,1128.7,0.85,0.89,9.25,20,110.8
2,0.9,1358.2,0.87,0.08,8.11,20,123.2
2,0.9,1829.7,0.84,0.37,6.34,20,130.8
3,1,1417,1.01,1.99,10.13,1,190
3,1,1325,1.02,1.17,8.1,1,159
3,1,1684,1.008,1.15,4.43,1,224
3,1,1417,1.01,1.99,10.13,2,181
3,1,1325,1.02,1.17,8.1,2,152
3,1,1684,1.008,1.15,4.43,2,215
3,1,1417,1.01,1.99,10.13,4,175
3,1,1325,1.02,1.17,8.1,4,147
3,1,1684,1.008,1.15,4.43,4,210
3,1,1417,1.01,1.99,10.13,6,172
3,1,1325,1.02,1.17,8.1,6,145
3,1,1684,1.008,1.15,4.43,6,207
3,1,1417,1.01,1.99,10.13,8,169
3,1,1325,1.02,1.17,8.1,8,142
3,1,1684,1.008,1.15,4.43,8,207
3,1,1417,1.01,1.99,10.13,10,169
3,1,1325,1.02,1.17,8.1,10,139
3,1,1684,1.008,1.15,4.43,10,208
3,1,1417,1.01,1.99,10.13,15,165
3,1,1325,1.02,1.17,8.1,15,137
3,1,1684,1.008,1.15,4.43,15,206
3,1,1417,1.01,1.99,10.13,20,161
3,1,1325,1.02,1.17,8.1,20,135
3,1,1684,1.008,1.15,4.43,20,206
3,1,1415,0.88,3.47,12.7,0.5,289
3,1,170,0.8,5.89,8.63,0.5,96
3,1,306,0.76,5.89,8.63,0.5,137
3,1,654,0.67,5.89,8.63,0.5,243
3,1,1415,0.88,3.47,12.7,20,170
3,1,170,0.8,5.89,8.63,20,40
3,1,306,0.76,5.89,8.63,20,90
3,1,654,0.67,5.89,8.63,20,179
3,1,1415,0.88,3.47,12.7,1,250
3,1,654,0.67,5.89,8.63,1,214
3,1,1415,0.88,3.47,12.7,2,231
3,1,654,0.67,5.89,8.63,2,202
3,1,1415,0.88,3.47,12.7,4,219
3,1,654,0.67,5.89,8.63,4,192
3,1,1415,0.88,3.47,12.7,6,212
3,1,654,0.67,5.89,8.63,6,188
3,1,1415,0.88,3.47,12.7,8,207
3,1,654,0.67,5.89,8.63,8,185
3,1,1415,0.88,3.47,12.7,10,201
3,1,654,0.67,5.89,8.63,10,184
3,1,1415,0.88,3.47,12.7,30,149
3,1,654,0.67,5.89,8.63,30,171
2,1,654,0.67,5.89,8.63,0.5,158
2,1,654,0.67,5.89,8.63,1,143.7
2,1,654,0.67,5.89,8.63,2,133.3
2,1,654,0.67,5.89,8.63,4,128.5
2,1,654,0.67,5.89,8.63,6,126
2,1,654,0.67,5.89,8.63,8,124
2,1,654,0.67,5.89,8.63,10,122
2,1,654,0.67,5.89,8.63,20,115
2,1,654,0.67,5.89,8.63,30,107.5
2,3,178,1.69,0,0,0.1,58
2,3,1288,1.69,0,0,0.1,100
2,3,2034,1.93,0,0,0.1,151.7
2,3,178,1.69,0,0,0.2,45.2
2,3,1288,1.69,0,0,0.2,76.1
2,3,2034,1.93,0,0,0.2,136.3
2,3,178,1.69,0,0,0.3,34.6
2,3,1288,1.69,0,0,0.3,59.4
2,3,2034,1.93,0,0,0.3,119.9
2,3,178,1.69,0,0,0.4,25.8
2,3,1288,1.69,0,0,0.4,40.9
2,3,2034,1.93,0,0,0.4,103.1
2,3,178,1.69,0,0,0.5,17.5
2,3,1288,1.69,0,0,0.5,25.1
2,3,2034,1.93,0,0,0.5,87.3
3,0.8,1079,1.22,4.14,22.87,0.5,324
3,0.8,1079,1.22,4.14,22.87,4,176
3,0.8,1079,1.22,4.14,22.87,0.3,101
3,0.8,1079,1.22,4.14,22.87,0.2,104
3,1,441.83,1.098,6.8,25.79,1,234.1
3,1,283.83,1.083,7.19,22.54,1,190.2
3,1,251.3,1.024,9.48,15.05,1,147.7
3,1,19.72,1.067,18.7,3.57,1,117.7
3,1,441.83,1.098,6.8,25.79,2,212.1
3,1,283.83,1.083,7.19,22.54,2,172.5
3,1,251.3,1.024,9.48,15.05,2,130.2
3,1,19.72,1.067,18.7,3.57,2,102.5
3,1,441.83,1.098,6.8,25.79,5,196.4
3,1,283.83,1.083,7.19,22.54,5,155.2
3,1,251.3,1.024,9.48,15.05,5,120.4
3,1,19.72,1.067,18.7,3.57,5,74.9
3,1,441.83,1.098,6.8,25.79,10,176.3
3,1,283.83,1.083,7.19,22.54,10,146.5
3,1,251.3,1.024,9.48,15.05,10,109
3,1,19.72,1.067,18.7,3.57,10,59.7
3,1,441.83,1.098,6.8,25.79,20,166
3,1,283.83,1.083,7.19,22.54,20,138.9
3,1,251.3,1.024,9.48,15.05,20,100.9
3,1,19.72,1.067,18.7,3.57,20,55.3
3,1,441.83,1.098,6.8,25.79,30,163.3
3,1,283.83,1.083,7.19,22.54,30,134
3,1,251.3,1.024,9.48,15.05,30,97.1
3,1,19.72,1.067,18.7,3.57,30,51.5
3,1,441.83,1.098,6.8,25.79,50,154.1
3,1,283.83,1.083,7.19,22.54,50,126.9
3,1,251.3,1.024,9.48,15.05,50,95.5
3,1,19.72,1.067,18.7,3.57,50,46.1
3,1,441.83,1.098,6.8,25.79,70,149.1
3,1,283.83,1.083,7.19,22.54,70,121.7
3,1,251.3,1.024,9.48,15.05,70,92.6
3,1,19.72,1.067,18.7,3.57,70,39.2
3,1,1175.46,1.472,2.93,5.39,1,210.5
3,1,1420.17,1.51,2.84,6.36,1,183.3
3,1,1163.31,1.568,3.3,6.69,1,175.3
3,1,15.13,1.286,3.55,14.69,1,65.2
3,1,14.38,1.32,3.63,14.18,1,82.8
3,1,16.53,1.279,3.78,14.16,1,63.2
3,1,1175.46,1.472,2.93,5.39,10,151
3,1,1127,0.98,0,9.14,0.5,187
3,1,988,0.98,0,4.61,0.5,200
3,1,1210,1,0,4.38,0.5,247
3,1,1127,0.98,0,9.14,0.5,196
3,1,988,0.98,0,4.61,0.5,238
3,1,1210,1,0,4.38,0.5,294
3,1,1127,0.98,0,9.14,1,171
3,1,988,0.98,0,4.61,1,182
3,1,1210,1,0,4.38,1,222
3,1,1127,0.98,0,9.14,1,168
3,1,988,0.98,0,4.61,1,187
3,1,1210,1,0,4.38,1,235
3,1,1127,0.98,0,9.14,2,160
3,1,988,0.98,0,4.61,2,168
3,1,1210,1,0,4.38,2,203
3,1,1127,0.98,0,9.14,2,155
3,1,988,0.98,0,4.61,2,170
3,1,1210,1,0,4.38,2,217
3,1,1127,0.98,0,9.14,5,145
3,1,988,0.98,0,4.61,5,153
3,1,1210,1,0,4.38,5,184
3,1,1127,0.98,0,9.14,5,142
3,1,988,0.98,0,4.61,5,154
3,1,1210,1,0,4.38,5,199
3,1,1127,0.98,0,9.14,10,134
3,1,988,0.98,0,4.61,10,140
3,1,1210,1,0,4.38,10,110
3,1,1127,0.98,0,9.14,10,134
3,1,988,0.98,0,4.61,10,142
3,1,1210,1,0,4.38,10,184
3,1,1127,0.98,0,9.14,20,119
3,1,988,0.98,0,4.61,20,125
3,1,1210,1,0,4.38,20,95
3,1,1127,0.98,0,9.14,20,125
3,1,988,0.98,0,4.61,20,131
3,1,1210,1,0,4.38,20,170
3,1,45,2.17,0,14.9,0.4,125
3,1,45,2.17,0,14.9,0.5,111
3,1,45,2.17,0,14.9,0.6,105
3,1,45,2.17,0,14.9,1,98
3,1,45,2.17,0,14.9,1.8,69
3,1,1011,1,0,17.9,0.4,156.8
3,1,603.5,1,0,15.9,1,56.8
3,1,1011,1,0,17.9,1,125.9
3,1,1011,1,0,17.9,0.6,142
3,1,1011,1,0,17.9,0.8,133
3,1,1011,1,0,17.9,2,108.6
3,1,1011,1,0,17.9,4,93
3,1,1011,1,0,17.9,6,84
3,1,1011,1,0,17.9,8,77.5
3,1,1011,1,0,17.9,10,72.5
3,1,1011,1,0,17.9,20,55.9
3,1,1011,1,0,17.9,12,67.7
3,1,1011,1,0,17.9,14,64.6
3,1,1011,1,0,17.9,16,61.3
3,1,1011,1,0,17.9,18,58.3
2,1,556,1,0,10.8,1,324
3,1,556,1,0,10.8,1,527
3,1,556,1,0,10.8,2,489
3,1,556,1,0,10.8,3,435
3,1,556,1,0,10.8,4,392
3,1,556,1,0,10.8,5,332
2,1,556,1,0,10.8,2,222
2,1,556,1,0,10.8,3,166
2,1,556,1,0,10.8,4,149
2,1,556,1,0,10.8,5,134
3,0.8,400,0.99,0,8.7,0.5,13
3,0.8,1300,1.22,0,16.3,0.5,54
3,0.8,2700,1.08,0,7.9,0.5,110
3,0.8,400,0.99,0,8.7,1,11
3,0.8,1300,1.22,0,16.3,1,50.5
3,0.8,2700,1.08,0,7.9,1,106
3,0.8,400,0.99,0,8.7,2,9.4
3,0.8,1300,1.22,0,16.3,2,49
3,0.8,2700,1.08,0,7.9,2,103
3,0.8,400,0.99,0,8.7,3,9
3,0.8,1300,1.22,0,16.3,3,48
3,0.8,2700,1.08,0,7.9,3,100
3,0.8,400,0.99,0,8.7,5,7
3,0.8,1300,1.22,0,16.3,5,46
3,0.8,2700,1.08,0,7.9,5,97
3,0.8,400,0.99,0,8.7,7,6
3,0.8,1300,1.22,0,16.3,7,45
3,0.8,2700,1.08,0,7.9,7,94
3,0.8,400,0.99,0,8.7,10,5
3,0.8,1300,1.22,0,16.3,10,42
3,0.8,2700,1.08,0,7.9,10,90
3,0.8,1180,3.12,0,14.7,1,122
3,0.8,1709,2.6,0,12.2,1,154
3,0.8,1215,3.37,0,7.9,1,223
3,0.8,1180,3.12,0,14.7,2,106
3,0.8,1709,2.6,0,12.2,2,141
3,0.8,1215,3.37,0,7.9,2,183
3,0.8,1180,3.12,0,14.7,3,98.8
3,0.8,1709,2.6,0,12.2,3,136
3,0.8,1215,3.37,0,7.9,3,165
3,0.8,1180,3.12,0,14.7,4,93
3,0.8,1709,2.6,0,12.2,4,131
3,0.8,1215,3.37,0,7.9,4,155
3,0.8,1180,3.12,0,14.7,5,90
3,0.8,1709,2.6,0,12.2,5,125
3,0.8,1215,3.37,0,7.9,5,148
3,0.8,1180,3.12,0,14.7,10,78
3,0.8,1709,2.6,0,12.2,10,111
3,0.8,1215,3.37,0,7.9,10,131
2,1.6,1215,3.37,0,7.9,0.5,54.8
2,1.6,1215,3.37,0,7.9,1,49.4
2,1.6,1215,3.37,0,7.9,2,45.3
2,1.6,1215,3.37,0,7.9,3,43.4
2,1.6,1215,3.37,0,7.9,4,42
2,1.6,1215,3.37,0,7.9,5,40.9
2,1.6,1215,3.37,0,7.9,10,37.4
2,1,1366,3.83,0,14.47,0.5,270
2,1,1648,4.16,0,11.37,0.5,278
2,1,2890,4.46,0,8.21,0.5,417
2,1,1230,4.45,0,16.95,0.5,250
2,1,1018,4.65,0,19.55,0.5,270
2,1,1315,3.4,2.71,10.24,0.5,345
2,1,1589,3.57,2.17,8.88,0.5,370
2,1,2754,3.68,1.38,6.64,0.5,417
2,1,1180,3.78,4.4,9.21,0.5,322
2,1,1002,4.1,5.32,10.38,0.5,313
3,1,1444,1.05,0,5.16,1,379
3,1,1948,0.91,0,13.96,1,433
3,1,1444,1.05,0,5.16,100,338
3,1,1948,0.91,0,13.96,100,363
3,1,1444,1.05,0,5.16,1.5,368
3,1,1444,1.05,0,5.16,5,362
3,1,1444,1.05,0,5.16,10,357
3,1,1444,1.05,0,5.16,20,358
3,1,1444,1.05,0,5.16,50,342
2,2.7,1502,1.8,0.61,13.74,1,94
2,2.7,1502,1.8,0.61,13.74,2.5,87
2,2.7,1502,1.8,0.61,13.74,5,79
2,2.7,1502,1.8,0.61,13.74,7.5,69
2,2.7,1502,1.8,0.61,13.74,10,60
2,3.2,1502,1.8,0.61,13.74,1,83
2,3.2,1502,1.8,0.61,13.74,2.5,75
2,3.2,1502,1.8,0.61,13.74,5,63
2,3.2,1502,1.8,0.61,13.74,7.5,54
2,3.2,1502,1.8,0.61,13.74,10,46
2,2.7,2511,1.72,0.84,9.74,1,123
2,2.7,2511,1.72,0.84,9.74,2.5,118
2,2.7,2511,1.72,0.84,9.74,5,111
2,2.7,2511,1.72,0.84,9.74,7.5,104
2,2.7,2511,1.72,0.84,9.74,10,96
2,3.2,2511,1.72,0.84,9.74,1,119
2,3.2,2511,1.72,0.84,9.74,2.5,115
2,3.2,2511,1.72,0.84,9.74,5,108
2,3.2,2511,1.72,0.84,9.74,7.5,102
2,3.2,2511,1.72,0.84,9.74,10,95
2,3.5,2511,1.72,0.84,9.74,1,129
2,3.5,2511,1.72,0.84,9.74,2.5,120
2,3.5,2511,1.72,0.84,9.74,5,109
2,3.5,2511,1.72,0.84,9.74,7.5,97
2,3.5,2511,1.72,0.84,9.74,10,88
3,1,200,0.996,0.57,6.43,0.5,196
3,1,200,0.996,0.57,6.43,1,172
3,1,200,0.996,0.57,6.43,2,158
3,1,200,0.996,0.57,6.43,5,140
3,1,200,0.996,0.57,6.43,10,128
3,1,200,0.996,0.57,6.43,20,113
3,1,1412,0.978,0.49,9.52,0.5,290
3,1,1412,0.978,0.49,9.52,1,252
3,1,1412,0.978,0.49,9.52,2,231
3,1,1412,0.978,0.49,9.52,5,192
3,1,1412,0.978,0.49,9.52,10,179
3,1,1412,0.978,0.49,9.52,20,170
3,1,53,0.979,5.84,7.09,0.5,268
3,1,53,0.979,5.84,7.09,1,238
3,1,53,0.979,5.84,7.09,2,207
3,1,53,0.979,5.84,7.09,5,180
3,1,53,0.979,5.84,7.09,10,168
3,1,53,0.979,5.84,7.09,20,159
3,1,3282,1.009,1.76,6.34,0.5,319
3,1,3282,1.009,1.76,6.34,1,300
3,1,3282,1.009,1.76,6.34,2,284
3,1,3282,1.009,1.76,6.34,5,257
3,1,3282,1.009,1.76,6.34,10,234
3,1,3282,1.009,1.76,6.34,20,224
2,3.2,2266.433,1.173,0,3.78,0.5,39.17
2,3.2,2266.433,1.173,0,3.78,10,34.4
2,3.2,2266.433,1.173,0,3.78,1,38.05
2,3.2,2266.433,1.173,0,3.78,2,37.3
2,3.2,2266.433,1.173,0,3.78,6,35.7
2,3.2,2266.433,1.173,0,3.78,4,36.6
2,3.2,2266.433,1.173,0,3.78,8,34.6
3,1,732,0.98,2.1,5.2,1,442
2,1,732,0.98,2.1,5.2,1,102
2,1,732,0.98,2.1,5.2,20,80.07
3,1,732,0.98,2.1,5.2,25,333.71
3,1,732,0.98,2.1,5.2,30,320
3,1,430,0.93,2.2,4.1,0.5,160
3,1,457,0.97,3.1,6.2,0.5,254
3,1,450,0.992,3.4,7.2,0.5,285
3,1,493,1.006,3.2,7.6,0.5,131
3,1,430,0.93,2.2,4.1,1,155
3,1,457,0.97,3.1,6.2,1,244
3,1,450,0.992,3.4,7.2,1,274
3,1,493,1.006,3.2,7.6,1,119
3,1,430,0.93,2.2,4.1,2,140
3,1,457,0.97,3.1,6.2,2,233
3,1,450,0.992,3.4,7.2,2,268
3,1,493,1.006,3.2,7.6,2,114
3,1,430,0.93,2.2,4.1,3,132
3,1,457,0.97,3.1,6.2,3,229
3,1,450,0.992,3.4,7.2,3,257.5
3,1,493,1.006,3.2,7.6,3,111
3,1,430,0.93,2.2,4.1,4,129
3,1,457,0.97,3.1,6.2,4,224
3,1,450,0.992,3.4,7.2,4,249
3,1,493,1.006,3.2,7.6,4,105
3,1,430,0.93,2.2,4.1,5,125
3,1,457,0.97,3.1,6.2,5,221
3,1,450,0.992,3.4,7.2,5,241
3,1,493,1.006,3.2,7.6,5,99.7
3,1,430,0.93,2.2,4.1,10,120
3,1,457,0.97,3.1,6.2,10,215
3,1,450,0.992,3.4,7.2,10,224
3,1,493,1.006,3.2,7.6,10,97
2,1.4,450,0.992,3.4,7.2,1,99
2,1.4,450,0.992,3.4,7.2,2,91
2,1.4,450,0.992,3.4,7.2,5,78
2,1.4,450,0.992,3.4,7.2,10,71.3
3,0.5,2111,1,0,9,10,254
3,0.9,33,1.01,7.39,3.37,1,133
3,0.9,1283,1.15,9.71,4.06,1,433
3,0.9,802,1.07,10.09,6.38,1,400
3,0.9,795,1.06,9.06,5.91,1,418
3,0.9,33,1.01,7.39,3.37,2,110.6
3,0.9,1283,1.15,9.71,4.06,2,351
3,0.9,802,1.07,10.09,6.38,2,358
3,0.9,795,1.06,9.06,5.91,2,370
3,0.9,33,1.01,7.39,3.37,5,89
3,0.9,1283,1.15,9.71,4.06,5,299
3,0.9,802,1.07,10.09,6.38,5,313
3,0.9,795,1.06,9.06,5.91,5,313
3,0.9,33,1.01,7.39,3.37,10,70
3,0.9,1283,1.15,9.71,4.06,10,291
3,0.9,802,1.07,10.09,6.38,10,244
3,0.9,795,1.06,9.06,5.91,10,253
3,0.9,33,1.01,7.39,3.37,20,50
3,0.9,1283,1.15,9.71,4.06,20,266
3,0.9,802,1.07,10.09,6.38,20,168
3,0.9,795,1.06,9.06,5.91,20,160
3,0.9,33,1.01,7.39,3.37,50,34.5
3,0.9,1283,1.15,9.71,4.06,50,248
3,0.9,802,1.07,10.09,6.38,50,102
3,0.9,795,1.06,9.06,5.91,50,90
2,1,1283,1.15,9.71,4.06,0.5,210
2,1,1283,1.15,9.71,4.06,1,200
2,1,1283,1.15,9.71,4.06,2,186
2,1,1283,1.15,9.71,4.06,5,166
2,1,1283,1.15,9.71,4.06,10,140
2,1,1283,1.15,9.71,4.06,15,114
2,1,1283,1.15,9.71,4.06,20,96
3,1,1243.5,1.04,1.62,13.07,0.5,180
3,1,2988.9,0.98,1.32,10.83,0.5,317.3
3,1,3291.5,0.93,1.19,8.12,0.5,203
3,1,1243.5,1.04,1.62,13.07,1,170
3,1,2988.9,0.98,1.32,10.83,1,249.6
3,1,3291.5,0.93,1.19,8.12,1,183
3,1,1243.5,1.04,1.62,13.07,2,158
3,1,2988.9,0.98,1.32,10.83,2,233.5
3,1,3291.5,0.93,1.19,8.12,2,172
3,1,1243.5,1.04,1.62,13.07,4,142
3,1,2988.9,0.98,1.32,10.83,4,210.72
3,1,3291.5,0.93,1.19,8.12,4,155
3,1,1243.5,1.04,1.62,13.07,6,130
3,1,2988.9,0.98,1.32,10.83,6,196.6
3,1,3291.5,0.93,1.19,8.12,6,145
3,1,1243.5,1.04,1.62,13.07,8,117
3,1,2988.9,0.98,1.32,10.83,8,186
3,1,3291.5,0.93,1.19,8.12,8,133
3,1,1243.5,1.04,1.62,13.07,10,105
3,1,2988.9,0.98,1.32,10.83,10,177.6
3,1,3291.5,0.93,1.19,8.12,10,126
3,1,1243.5,1.04,1.62,13.07,15,82
3,1,2988.9,0.98,1.32,10.83,15,155.9
3,1,3291.5,0.93,1.19,8.12,15,110
3,1,952.2,0.93,0,3.17,0.2,192
3,1,431.1,1.16,14.09,6.67,0.2,354
3,1,547.2,1.08,7.86,8.39,0.2,320
3,1,664.6,1.06,5.28,9.2,0.2,257
3,1,952.2,0.93,0,3.17,0.5,152
3,1,431.1,1.16,14.09,6.67,0.5,303
3,1,547.2,1.08,7.86,8.39,0.5,294
3,1,664.6,1.06,5.28,9.2,0.5,238
3,1,952.2,0.93,0,3.17,1,146
3,1,431.1,1.16,14.09,6.67,1,272
3,1,547.2,1.08,7.86,8.39,1,239
3,1,664.6,1.06,5.28,9.2,1,209
3,1,952.2,0.93,0,3.17,2,136
3,1,431.1,1.16,14.09,6.67,2,260
3,1,547.2,1.08,7.86,8.39,2,209
3,1,664.6,1.06,5.28,9.2,2,168
3,1,952.2,0.93,0,3.17,5,124
3,1,431.1,1.16,14.09,6.67,5,242
3,1,547.2,1.08,7.86,8.39,5,189
3,1,664.6,1.06,5.28,9.2,5,152
3,1,952.2,0.93,0,3.17,10,119
3,1,431.1,1.16,14.09,6.67,10,236
3,1,547.2,1.08,7.86,8.39,10,184
3,1,664.6,1.06,5.28,9.2,10,140
3,1,952.2,0.93,0,3.17,20,107
3,1,431.1,1.16,14.09,6.67,20,225
3,1,547.2,1.08,7.86,8.39,20,181
3,1,664.6,1.06,5.28,9.2,20,138
3,1.2,1633,1.04,1.4,22.2,0.2,237
3,1.2,1633,1.04,1.4,22.2,0.5,191
3,1.2,1633,1.04,1.4,22.2,1,165
3,1.2,1633,1.04,1.4,22.2,2,163
3,1.2,1633,1.04,1.4,22.2,5,163
3,1.3,236.42,0.97,3.73,18.43,0.5,125
3,1.3,624.31,1.01,5.42,25.71,0.5,172
3,1.3,950.31,1,4.64,27.66,0.5,263
3,1.3,236.42,0.97,3.73,18.43,1,116
3,1.3,624.31,1.01,5.42,25.71,1,164
3,1.3,950.31,1,4.64,27.66,1,245
3,1.3,236.42,0.97,3.73,18.43,2,112
3,1.3,624.31,1.01,5.42,25.71,2,167
3,1.3,950.31,1,4.64,27.66,2,228
3,1.3,236.42,0.97,3.73,18.43,5,97
3,1.3,624.31,1.01,5.42,25.71,5,137
3,1.3,950.31,1,4.64,27.66,5,215
3,1.3,236.42,0.97,3.73,18.43,8,78
3,1.3,624.31,1.01,5.42,25.71,8,126
3,1.3,950.31,1,4.64,27.66,8,178
3,1.3,236.42,0.97,3.73,18.43,10,76
3,1.3,624.31,1.01,5.42,25.71,10,119
3,1.3,950.31,1,4.64,27.66,10,140
2,1.5,950.31,1,4.64,27.66,0.5,52.1
2,2.3,950.31,1,4.64,27.66,0.5,38.5
2,1.5,950.31,1,4.64,27.66,1,49.5
2,2.3,950.31,1,4.64,27.66,1,38.4
2,1.5,950.31,1,4.64,27.66,5,46.2
2,2.3,950.31,1,4.64,27.66,5,34.7
3,1.2,1047,0.96,4.78,17.72,1,324
3,1.2,1047,0.96,4.78,17.72,2,295
3,1.2,1047,0.96,4.78,17.72,3,268
3,1.2,1047,0.96,4.78,17.72,4,253
3,1.2,1047,0.96,4.78,17.72,5,238
3,1.2,1047,0.96,4.78,17.72,6,220
3,1.2,1047,0.96,4.78,17.72,7,204
3,1.2,1047,0.96,4.78,17.72,8,200
3,1.2,1047,0.96,4.78,17.72,9,188
3,1.2,1047,0.96,4.78,17.72,10,175
3,2,1047,0.96,4.78,17.72,1,288
3,2,1047,0.96,4.78,17.72,2,216
3,2,1047,0.96,4.78,17.72,3,185
3,2,1047,0.96,4.78,17.72,4,164
3,2,1047,0.96,4.78,17.72,5,150
3,2,1047,0.96,4.78,17.72,6,141
3,2,1047,0.96,4.78,17.72,7,137
3,2,1047,0.96,4.78,17.72,8,128
3,2,1047,0.96,4.78,17.72,9,126
3,2,1047,0.96,4.78,17.72,10,120
3,1,335.9,1.03,3.1,11.6,0.2,134.9
3,1,548.8,1.029,2.7,11.4,0.2,150.4
3,1,1053.8,1.055,2.2,11.8,0.2,126.3
3,1,1464,1.139,1.8,10.5,0.2,153.6
3,1,335.9,1.03,3.1,11.6,0.5,126.6
3,1,548.8,1.029,2.7,11.4,0.5,151
3,1,1053.8,1.055,2.2,11.8,0.5,125
3,1,1464,1.139,1.8,10.5,0.5,151.6
3,1,335.9,1.03,3.1,11.6,1,117
3,1,548.8,1.029,2.7,11.4,1,150
3,1,1053.8,1.055,2.2,11.8,1,124
3,1,1464,1.139,1.8,10.5,1,148
3,1,335.9,1.03,3.1,11.6,2,106
3,1,548.8,1.029,2.7,11.4,2,149
3,1,1053.8,1.055,2.2,11.8,2,121.6
3,1,1464,1.139,1.8,10.5,2,143
3,1,335.9,1.03,3.1,11.6,5,99.2
3,1,548.8,1.029,2.7,11.4,5,142
3,1,1053.8,1.055,2.2,11.8,5,117
3,1,1464,1.139,1.8,10.5,5,135
3,1,335.9,1.03,3.1,11.6,10,87.7
3,1,548.8,1.029,2.7,11.4,10,134
3,1,1053.8,1.055,2.2,11.8,10,112
3,1,1464,1.139,1.8,10.5,10,126
2,1,335.9,1.03,3.1,11.6,0.2,107
2,1,548.8,1.029,2.7,11.4,0.2,152
2,1,1053.8,1.055,2.2,11.8,0.2,116
2,1,1464,1.139,1.8,10.5,0.2,139
2,1,335.9,1.03,3.1,11.6,0.5,86
2,1,548.8,1.029,2.7,11.4,0.5,141
2,1,1053.8,1.055,2.2,11.8,0.5,108
